X,Y,FID,UnitNumber,AddressNum,StreetName,FullCivicA
-12838026.8875,6636126.642,9294,,270,LADY MACDONALD DRIVE,270 LADY MACDONALD DRIVE
-12841312.3124,6636191.6043,9295,,533,3RD STREET,533 3RD STREET
-12836919.8333,6630006.2714,9296,203,3000A,STEWART CREEK DRIVE,203-3000A STEWART CREEK DRIVE
-12838022.736,6632341.1282,9297,105,170,CROSSBOW PLACE,105-170 CROSSBOW PLACE
-12837992.7249,6632228.6058,9298,214,150,CROSSBOW PLACE,214-150 CROSSBOW PLACE
-12843195.0347,6636466.1514,9299,,283D,THREE SISTERS DRIVE,283D THREE SISTERS DRIVE
-12841679.348,6636444.0195,9300,109,702,4TH STREET,109-702 4TH STREET
-12840774.9405,6636536.3888,9301,213,379,SPRING CREEK DRIVE,213-379 SPRING CREEK DRIVE
-12838756.9537,6637186.2433,9302,24,242,BENCHLANDS TERRACE,24-242 BENCHLANDS TERRACE
-12840498.0373,6637363.2251,9303,315,901,MOUNTAIN STREET,315-901 MOUNTAIN STREET
-12837907.8291,6631955.8224,9304,,330B,CASALE PLACE,330B CASALE PLACE
-12837992.7249,6632228.6058,9305,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12838797.0032,6638286.1733,9306,,471,MOUNTAIN TRANQUILITY PL.,471 MOUNTAIN TRANQUILITY PL.
-12840641.9453,6637301.2344,9307,305,999,BOW VALLEY TRAIL,305-999 BOW VALLEY TRAIL
-12841891.6182,6638912.5523,9308,48,1718,BOW VALLEY TRAIL,48-1718 BOW VALLEY TRAIL
-12840552.8027,6637373.2896,9309,403,901,MOUNTAIN STREET,403-901 MOUNTAIN STREET
-12839695.3902,6635759.4608,9310,322,30,LINCOLN PARK,322-30 LINCOLN PARK
-12838204.5295,6632351.4461,9311,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12839035.8872,6639329.6665,9312,1,141,STONECREEK ROAD,1-141 STONECREEK ROAD
-12837992.7249,6632228.6058,9313,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12839042.2056,6636431.7792,9314,,305,PIONEER ROAD,305 PIONEER ROAD
-12839770.7394,6636508.1496,9315,116,160,KANANASKIS WAY,116-160 KANANASKIS WAY
-12840142.9109,6639218.4852,9316,,35,JUNIPER RIDGE,35 JUNIPER RIDGE
-12842419.8606,6637546.9365,9317,,926,11TH STREET,926 11TH STREET
-12836202.3105,6630010.5703,9318,106,106,STEWART CREEK RISE,106-106 STEWART CREEK RISE
-12842162.6367,6634234.7338,9319,55,127,CAREY,55-127 CAREY
-12841701.6206,6634228.033,9320,,110,MORRIS,110 MORRIS
-12829153.2387,6626609.7197,9321,,302,GEORGE BIGGY SR. ROAD,302 GEORGE BIGGY SR. ROAD
-12836571.8969,6629917.275,9322,104,106,STEWART CREEK LANDING,104-106 STEWART CREEK LANDING
-12841709.127,6637869.2338,9323,,3,RAILWAY AVENUE,3 RAILWAY AVENUE
-12842085.5336,6637362.5811,9324,A,826,10TH STREET,A-826 10TH STREET
-12838675.9284,6637441.8672,9325,340,137,WAPITI CLOSE,340-137 WAPITI CLOSE
-12837736.0675,6631163.4454,9326,111,80,DYRGAS GATE,111-80 DYRGAS GATE
-12840570.4553,6636333.9421,9327,332,808,SPRING CREEK DRIVE,332-808 SPRING CREEK DRIVE
-12841166.5854,6636287.4138,9328,,506,3RD STREET,506 3RD STREET
-12839559.6776,6636856.8198,9329,,120,COUGAR POINT ROAD,120 COUGAR POINT ROAD
-12839695.3902,6635759.4608,9330,329,30,LINCOLN PARK,329-30 LINCOLN PARK
-12840829.4162,6638741.9531,9331,121,300,PALLISER LANE,121-300 PALLISER LANE
-12839945.3388,6636755.1332,9332,324,120,KANANASKIS WAY,324-120 KANANASKIS WAY
-12837578.8893,6635557.7394,9333,116,115,ELK RUN BOULEVARD,116-115 ELK RUN BOULEVARD
-12837537.9065,6630882.7059,9334,802,70,DYRGAS GATE,802-70 DYRGAS GATE
-12838022.736,6632341.1282,9335,208,170,CROSSBOW PLACE,208-170 CROSSBOW PLACE
-12842161.7285,6637066.3045,9336,103,837,8TH (Main) STREET,103-837 8TH (Main) STREET
-12837799.7731,6631182.1086,9337,622,80,DYRGAS GATE,622-80 DYRGAS GATE
-12839646.732,6635924.3203,9338,202,186,KANANASKIS WAY,202-186 KANANASKIS WAY
-12842718.3617,6638031.3332,9339,,1030,14TH STREET,1030 14TH STREET
-12841346.3382,6638363.6405,9340,133,1602,2ND AVENUE,133-1602 2ND AVENUE
-12837996.8287,6637050.1215,9341,34,300,EAGLE TERRACE ROAD,34-300 EAGLE TERRACE ROAD
-12835636.589,6629484.7446,9342,,517,STEWART CREEK CLOSE,517 STEWART CREEK CLOSE
-12840452.9285,6639582.0653,9343,5,2,ASPEN GLEN,5-2 ASPEN GLEN
-12842575.2803,6633685.7121,9344,,918,LAWRENCE GRASSI RIDGE,918 LAWRENCE GRASSI RIDGE
-12838750.7782,6639013.8181,9345,,105,STONECREEK ROAD,105 STONECREEK ROAD
-12835853.9199,6629837.3124,9346,202C,209,STEWART CREEK RISE,202C-209 STEWART CREEK RISE
-12839223.4554,6636930.7192,9347,8,9,BLACKROCK CRESCENT,8-9 BLACKROCK CRESCENT
-12839945.3388,6636755.1332,9348,533,120,KANANASKIS WAY,533-120 KANANASKIS WAY
-12840570.4553,6636333.9421,9349,237,808,SPRING CREEK DRIVE,237-808 SPRING CREEK DRIVE
-12843621.5862,6639224.8574,9350,,8,LARCH CRESCENT,8 LARCH CRESCENT
-12837638.63,6636975.063,9351,,17,CANYON ROAD,17 CANYON ROAD
-12840716.9426,6637169.879,9352,1,906,BOW VALLEY TRAIL,1-906 BOW VALLEY TRAIL
-12843150.9528,6636533.4714,9353,,288A,THREE SISTERS DRIVE,288A THREE SISTERS DRIVE
-12838896.7204,6638300.1505,9354,,478,MOUNTAIN TRANQUILITY PL.,478 MOUNTAIN TRANQUILITY PL.
-12836202.3105,6630010.5703,9355,113,106,STEWART CREEK RISE,113-106 STEWART CREEK RISE
-12840127.9431,6636533.1474,9356,103,105,KANANASKIS WAY,103-105 KANANASKIS WAY
-12838022.736,6632341.1282,9357,,170,CROSSBOW PLACE,170 CROSSBOW PLACE
-12841066.6394,6636032.1167,9358,,437,2ND STREET,437 2ND STREET
-12837596.8389,6630585.34,9359,107,102,ARMSTRONG PLACE,107-102 ARMSTRONG PLACE
-12838404.0975,6638227.1785,9360,,829,SILVERTIP HEIGHTS,829 SILVERTIP HEIGHTS
-12838407.902,6635836.8196,9361,,16,GROTTO PLACE,16 GROTTO PLACE
-12841471.6292,6637460.9158,9362,12,1119,RAILWAY AVENUE,12-1119 RAILWAY AVENUE
-12841811.7713,6636192.9386,9363,,727,3RD STREET,727 3RD STREET
-12840127.9431,6636533.1474,9364,201,105,KANANASKIS WAY,201-105 KANANASKIS WAY
-12841303.0326,6638543.9984,9365,,200,17TH STREET,200 17TH STREET
-12841561.949,6636531.868,9366,,629,5TH STREET,629 5TH STREET
-12841011.2491,6637026.8452,9367,,731,RAILWAY AVENUE,731 RAILWAY AVENUE
-12841162.8047,6638377.6567,9368,,136,15TH STREET,136 15TH STREET
-12837493.6144,6630662.2202,9369,115,104,ARMSTRONG PLACE,115-104 ARMSTRONG PLACE
-12842037.0889,6636629.1003,9370,,818,5TH STREET,818 5TH STREET
-12840562.6297,6635786.2932,9371,,1707,SPRING CREEK GATE,1707 SPRING CREEK GATE
-12840580.2806,6637448.0058,9372,307,1151,SIDNEY STREET,307-1151 SIDNEY STREET
-12840453.3959,6637468.3138,9373,,901,MOUNTAIN STREET,901 MOUNTAIN STREET
-12840194.0275,6639150.5023,9374,,27,JUNIPER RIDGE,27 JUNIPER RIDGE
-12842061.1696,6636798.9772,9375,1,822,6TH STREET,1-822 6TH STREET
-12842672.4799,6637780.8647,9376,,962,13TH STREET,962 13TH STREET
-12840538.4667,6636215.1736,9377,105A,1012,SPRING CREEK DRIVE,105A-1012 SPRING CREEK DRIVE
-12838783.8595,6635438.2689,9378,,78,GROTTO WAY,78 GROTTO WAY
-12839769.475,6636416.4521,9379,257,160,KANANASKIS WAY,257-160 KANANASKIS WAY
-12837799.7462,6631130.3015,9380,711,80,DYRGAS GATE,711-80 DYRGAS GATE
-12837486.0675,6631338.7949,9381,302,125K,DYRGAS LANE,302-125K DYRGAS LANE
-12839770.7394,6636508.1496,9382,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12839770.7394,6636508.1496,9383,227,160,KANANASKIS WAY,227-160 KANANASKIS WAY
-12842108.4205,6636807.6033,9384,201,828,6TH STREET,201-828 6TH STREET
-12838247.6225,6636783.6796,9385,302,701,BENCHLANDS TRAIL,302-701 BENCHLANDS TRAIL
-12839130.6845,6636622.38,9386,,204,TRAPPER RISE,204 TRAPPER RISE
-12840653.4478,6636193.2723,9387,201,905,SPRING CREEK DRIVE,201-905 SPRING CREEK DRIVE
-12840570.4553,6636333.9421,9388,328,808,SPRING CREEK DRIVE,328-808 SPRING CREEK DRIVE
-12841959.7225,6636528.9819,9389,2,805,5TH STREET,2-805 5TH STREET
-12837318.1326,6634959.2138,9390,,118,BOW MEADOWS CRESCENT,118 BOW MEADOWS CRESCENT
-12841191.5611,6636021.439,9391,,513,2ND STREET,513 2ND STREET
-12842358.1965,6633457.9529,9392,,16,SHELLIAN LANE,16 SHELLIAN LANE
-12841940.2945,6636532.748,9393,2,801,5TH STREET,2-801 5TH STREET
-12839769.475,6636416.4521,9394,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12839201.7732,6636793.0211,9395,4,3,BLACKROCK CRESCENT,4-3 BLACKROCK CRESCENT
-12839945.3388,6636755.1332,9396,223,120,KANANASKIS WAY,223-120 KANANASKIS WAY
-12842199.1579,6633287.4482,9397,3,825,WILSON WAY,3-825 WILSON WAY
-12842275.0254,6636727.0511,9398, ,513,RIVER ROAD,513 RIVER ROAD
-12842146.9154,6636467.4737,9399,201,834,4TH STREET,201-834 4TH STREET
-12842975.5691,6633536.1811,9400,,1009B,WILSON WAY,1009B WILSON WAY
-12838204.5295,6632351.4461,9401,201,175,CROSSBOW PLACE,201-175 CROSSBOW PLACE
-12842236.275,6636970.3306,9402,2,704,8TH AVENUE,2-704 8TH AVENUE
-12842740.4552,6633668.0355,9403,,945B,LAWRENCE GRASSI RIDGE,945B LAWRENCE GRASSI RIDGE
-12837954.0035,6634749.0214,9404,109,109,BOULDER CRESCENT,109-109 BOULDER CRESCENT
-12837929.2264,6631240.6695,9405,,112B,CAFFARO COURT,112B CAFFARO COURT
-12841743.5255,6633830.2093,9406,,10A,WALKER,10A WALKER
-12840580.2806,6637448.0058,9407,,1151,SIDNEY STREET,1151 SIDNEY STREET
-12838223.63,6637017.4919,9408,,900,BENCHLANDS TRAIL,900 BENCHLANDS TRAIL
-12842621.9278,6636645.6098,9409,,153A,RUNDLE CRESCENT,153A RUNDLE CRESCENT
-12837490.6047,6631303.7599,9410,202,125H,DYRGAS LANE,202-125H DYRGAS LANE
-12839646.732,6635924.3203,9411,200,186,KANANASKIS WAY,200-186 KANANASKIS WAY
-12842324.7532,6635143.8014,9412,105,200,PROSPECT HEIGHTS,105-200 PROSPECT HEIGHTS
-12842480.1342,6637136.4777,9413,,14,RIVERVIEW PLACE,14 RIVERVIEW PLACE
-12838314.7139,6635683.9849,9414,,26,RIVERSTONE ROAD,26 RIVERSTONE ROAD
-12841161.3237,6637106.0934,9415,,749,RAILWAY AVENUE,749 RAILWAY AVENUE
-12838686.9199,6635558.0255,9416,,195,MORAINE ROAD,195 MORAINE ROAD
-12840538.4667,6636215.1736,9417,303A,1012,SPRING CREEK DRIVE,303A-1012 SPRING CREEK DRIVE
-12838233.408,6635956.1816,9418,,251,LADY MACDONALD DRIVE,251 LADY MACDONALD DRIVE
-12842639.956,6633451.0515,9419,,947,WILSON WAY,947 WILSON WAY
-12843096.6805,6635920.1221,9420,10,1022,RUNDLEVIEW DRIVE,10-1022 RUNDLEVIEW DRIVE
-12842010.5956,6638132.6885,9421,25,1530,7TH AVENUE,25-1530 7TH AVENUE
-12837992.7249,6632228.6058,9422,,150,CROSSBOW PLACE,150 CROSSBOW PLACE
-12837992.7249,6632228.6058,9423,319,150,CROSSBOW PLACE,319-150 CROSSBOW PLACE
-12839646.732,6635924.3203,9424,104,186,KANANASKIS WAY,104-186 KANANASKIS WAY
-12837539.2227,6635840.729,9425,14,200,ELK RUN BOULEVARD,14-200 ELK RUN BOULEVARD
-12837493.6144,6630662.2202,9426,121,104,ARMSTRONG PLACE,121-104 ARMSTRONG PLACE
-12842024.1554,6637132.7358,9427,207,820,8TH (Main) STREET,207-820 8TH (Main) STREET
-12839377.0085,6636636.5523,9428,502,1080B,COUGAR CREEK DRIVE,502-1080B COUGAR CREEK DRIVE
-12835852.6646,6629776.9958,9429,202H,209,STEWART CREEK RISE,202H-209 STEWART CREEK RISE
-12839770.7394,6636508.1496,9430,327,160,KANANASKIS WAY,327-160 KANANASKIS WAY
-12842601.2785,6635784.8136,9431,35,216,THREE SISTERS DRIVE,35-216 THREE SISTERS DRIVE
-12840552.8027,6637373.2896,9432,312,901,MOUNTAIN STREET,312-901 MOUNTAIN STREET
-12839802.5784,6636139.9606,9433,106,187,KANANASKIS WAY,106-187 KANANASKIS WAY
-12842158.0096,6636703.2303,9434,,837,6TH STREET,837 6TH STREET
-12840010.6064,6636809.9341,9435,313,521,OLD CANMORE ROAD,313-521 OLD CANMORE ROAD
-12840660.2381,6636449.7161,9436,211,505,SPRING CREEK DRIVE,211-505 SPRING CREEK DRIVE
-12837578.8893,6635557.7394,9437,117,115,ELK RUN BOULEVARD,117-115 ELK RUN BOULEVARD
-12842655.255,6633550.6361,9438,,958,WILSON WAY,958 WILSON WAY
-12839695.3902,6635759.4608,9439,220,30,LINCOLN PARK,220-30 LINCOLN PARK
-12842133.7194,6636799.2089,9440,1,834,6TH STREET,1-834 6TH STREET
-12838561.0068,6635784.7394,9441,,454B,GROTTO ROAD,454B GROTTO ROAD
-12840641.9453,6637301.2344,9442,303,999,BOW VALLEY TRAIL,303-999 BOW VALLEY TRAIL
-12836728.7562,6629991.867,9443,1208,101A,STEWART CREEK LANDING,1208-101A STEWART CREEK LANDING
-12842226.1223,6633287.4389,9444,3,827,WILSON WAY,3-827 WILSON WAY
-12837823.0537,6631419.1115,9445,,101B,DYRGAS GATE,101B DYRGAS GATE
-12842010.5956,6638132.6885,9446,1,1530,7TH AVENUE,1-1530 7TH AVENUE
-12838103.9038,6634833.3164,9447,,111,BOULDER CRESCENT,111 BOULDER CRESCENT
-12838296.352,6637264.6526,9448,,216,EAGLE TERRACE ROAD,216 EAGLE TERRACE ROAD
-12835852.6646,6629776.9958,9449,204H,209,STEWART CREEK RISE,204H-209 STEWART CREEK RISE
-12842667.0551,6636407.6803,9450,6,164,RUNDLE DRIVE,6-164 RUNDLE DRIVE
-12840559.7257,6639551.2578,9451,,3,ASPEN GLEN,3 ASPEN GLEN
-12843397.7196,6636133.7157,9452,,112,DEER PLACE,112 DEER PLACE
-12838532.9498,6636415.788,9453,,123,KODIAK ROAD,123 KODIAK ROAD
-12839869.1705,6636584.2168,9454,122,140,KANANASKIS WAY,122-140 KANANASKIS WAY
-12840429.2043,6635590.9973,9455,,243,SPRING CREEK GATE,243 SPRING CREEK GATE
-12840651.8666,6636087.5052,9456,303,1105,SPRING CREEK DRIVE,303-1105 SPRING CREEK DRIVE
-12839945.3388,6636755.1332,9457,130,120,KANANASKIS WAY,130-120 KANANASKIS WAY
-12837546.9943,6631083.7839,9458,214,75,DYRGAS GATE,214-75 DYRGAS GATE
-12840570.4553,6636333.9421,9459,,808,SPRING CREEK DRIVE,808 SPRING CREEK DRIVE
-12838022.736,6632341.1282,9460,115,170,CROSSBOW PLACE,115-170 CROSSBOW PLACE
-12841911.1932,6636030.5528,9461,,741,2ND STREET,741 2ND STREET
-12841736.0285,6636289.0009,9462,202,714,3RD STREET,202-714 3RD STREET
-12841827.4693,6638356.8949,9463,,24,PINEWOOD CRESCENT,24 PINEWOOD CRESCENT
-12838840.8171,6637431.694,9464,18,137,WAPITI CLOSE,18-137 WAPITI CLOSE
-12838796.0651,6635460.6222,9465,,80,GROTTO WAY,80 GROTTO WAY
-12843096.6805,6635920.1221,9466,6,1022,RUNDLEVIEW DRIVE,6-1022 RUNDLEVIEW DRIVE
-12838247.6225,6636783.6796,9467,101,701,BENCHLANDS TRAIL,101-701 BENCHLANDS TRAIL
-12842597.7798,6633596.6141,9468,,921,LAWRENCE GRASSI RIDGE,921 LAWRENCE GRASSI RIDGE
-12836919.8333,6630006.2714,9469,201,3000A,STEWART CREEK DRIVE,201-3000A STEWART CREEK DRIVE
-12842061.3364,6636533.0256,9470,4,821,5TH STREET,4-821 5TH STREET
-12842518.2461,6636553.0221,9471,,158A,RUNDLE CRESCENT,158A RUNDLE CRESCENT
-12839869.1705,6636584.2168,9472,117,140,KANANASKIS WAY,117-140 KANANASKIS WAY
-12841443.8785,6637679.6799,9473,112,1160,RAILWAY AVENUE,112-1160 RAILWAY AVENUE
-12842730.8829,6636035.946,9474,216,200,THREE SISTERS DRIVE,216-200 THREE SISTERS DRIVE
-12838354.8893,6636589.187,9475,,124,COYOTE WAY,124 COYOTE WAY
-12838653.6969,6637204.525,9476,,133,WAPITI CLOSE,133 WAPITI CLOSE
-12839281.5724,6637392.147,9477,,115,BENCHLANDS TERRACE,115 BENCHLANDS TERRACE
-12837857.1398,6634883.9844,9478,,110,BOULDER CRESCENT,110 BOULDER CRESCENT
-12842975.7231,6636126.0343,9479,,257B,THREE SISTERS DRIVE,257B THREE SISTERS DRIVE
-12838559.2494,6636507.9507,9480,,106,KODIAK ROAD,106 KODIAK ROAD
-12839802.5784,6636139.9606,9481,221,187,KANANASKIS WAY,221-187 KANANASKIS WAY
-12837662.0279,6636031.0633,9482,,78,RIDGE ROAD,78 RIDGE ROAD
-12836739.6231,6630119.0399,9483,4103,101D,STEWART CREEK LANDING,4103-101D STEWART CREEK LANDING
-12836829.9733,6629944.0417,9484,,3000C,STEWART CREEK DRIVE,3000C STEWART CREEK DRIVE
-12842012.8475,6636876.136,9485,5,813,7TH STREET,5-813 7TH STREET
-12842106.5775,6634248.3124,9486,43,127,CAREY,43-127 CAREY
-12841793.2341,6636204.9169,9487,,723A       ,3RD STREET               ,723A 3RD STREET
-12842218.641,6637182.9508,9488,203,901,8TH AVENUE,203-901 8TH AVENUE
-12837953.4783,6634749.0309,9489,131,109,BOULDER CRESCENT,131-109 BOULDER CRESCENT
-12838524.2422,6637299.9135,9490,,1017,BENCHLANDS TRAIL,1017 BENCHLANDS TRAIL
-12837839.8027,6631155.3623,9491,512,80,DYRGAS GATE,512-80 DYRGAS GATE
-12839081.2066,6639445.6306,9492,,150,STONECREEK ROAD,150 STONECREEK ROAD
-12841582.7284,6637055.6661,9493,,633,8TH (Main) STREET,633 8TH (Main) STREET
-12842223.7589,6636793.2812,9494,,604,8TH AVENUE,604 8TH AVENUE
-12841282.3253,6636459.5803,9495,,530,4TH STREET,530 4TH STREET
-12838317.6929,6635298.4388,9496,,27,GROTTO WAY,27 GROTTO WAY
-12837953.4783,6634749.0309,9497,115,109,BOULDER CRESCENT,115-109 BOULDER CRESCENT
-12839619.2459,6636946.3547,9498,,129,COUGAR POINT ROAD,129 COUGAR POINT ROAD
-12840247.2066,6636956.1444,9499,209,304,OLD CANMORE ROAD,209-304 OLD CANMORE ROAD
-12838500.7797,6637154.7219,9500,,160,EAGLE TERRACE ROAD,160 EAGLE TERRACE ROAD
-12842601.2785,6635784.8136,9501,7,216,THREE SISTERS DRIVE,7-216 THREE SISTERS DRIVE
-12837494.5931,6635786.2177,9502,6,200,ELK RUN BOULEVARD,6-200 ELK RUN BOULEVARD
-12839899.5413,6636356.5398,9503,203,107,MONTANE ROAD,203-107 MONTANE ROAD
-12840829.4162,6638741.9531,9504,,300,PALLISER LANE,300 PALLISER LANE
-12840536.8628,6636171.0624,9505,209B,1012,SPRING CREEK DRIVE,209B-1012 SPRING CREEK DRIVE
-12842152.2435,6634902.2388,9506,24,205,CAREY,24-205 CAREY
-12841872.1882,6636288.7883,9507,3,734,3RD STREET,3-734 3RD STREET
-12840308.6487,6636569.4794,9508,101,512,BOW VALLEY TRAIL,101-512 BOW VALLEY TRAIL
-12841116.9154,6637075.2836,9509,301,743,RAILWAY AVENUE,301-743 RAILWAY AVENUE
-12839899.5413,6636356.5398,9510,102,107,MONTANE ROAD,102-107 MONTANE ROAD
-12838150.0055,6635760.3371,9511,,1,MORAINE ROAD,1 MORAINE ROAD
-12841513.6368,6636361.8368,9512,3,621,4TH STREET,3-621 4TH STREET
-12836172.3762,6629863.6777,9513,101A,1200,THREE SISTERS PARKWAY,101A-1200 THREE SISTERS PARKWAY
-12840343.8667,6636867.4255,9514,205,300,OLD CANMORE ROAD,205-300 OLD CANMORE ROAD
-12836772.5795,6630260.1969,9515,102,2100D,STEWART CREEK DRIVE,102-2100D STEWART CREEK DRIVE
-12838697.8811,6636139.8873,9516,,6,COUGAR COURT,6 COUGAR COURT
-12838608.8889,6635585.0145,9517,,184,MORAINE ROAD,184 MORAINE ROAD
-12842236.275,6636970.3306,9518,10,704,8TH AVENUE,10-704 8TH AVENUE
-12839586.8017,6636126.6191,9519,,176,KANANASKIS WAY,176 KANANASKIS WAY
-12836830.0388,6630049.3303,9520,2304,101B,STEWART CREEK LANDING,2304-101B STEWART CREEK LANDING
-12840863.6078,6637415.864,9521,127,1202,BOW VALLEY TRAIL,127-1202 BOW VALLEY TRAIL
-12841072.3721,6637966.6081,9522,2B,1230,2ND AVENUE,2B-1230 2ND AVENUE
-12841566.4685,6639821.7284,9523,,2500,PALLISER TRAIL,2500 PALLISER TRAIL
-12837702.7236,6635026.8365,9524,,105,BOULDER CRESCENT,105 BOULDER CRESCENT
-12840829.4162,6638741.9531,9525,102,300,PALLISER LANE,102-300 PALLISER LANE
-12841443.8785,6637679.6799,9526,200,1160,RAILWAY AVENUE,200-1160 RAILWAY AVENUE
-12840570.4553,6636333.9421,9527,205,808,SPRING CREEK DRIVE,205-808 SPRING CREEK DRIVE
-12837995.7549,6631479.7973,9528,,116,DYRGAS GATE,116 DYRGAS GATE
-12841763.4699,6636020.6912,9529,,717,2ND STREET,717 2ND STREET
-12842687.8734,6633566.4407,9530,,964,WILSON WAY,964 WILSON WAY
-12841364.251,6637565.6699,9531,300,1120,RAILWAY AVENUE,300-1120 RAILWAY AVENUE
-12838022.736,6632341.1282,9532,305,170,CROSSBOW PLACE,305-170 CROSSBOW PLACE
-12836269.6774,6629919.3135,9533,302,105,STEWART CREEK RISE,302-105 STEWART CREEK RISE
-12841610.5155,6636288.3138,9534,,406,6TH AVENUE,406 6TH AVENUE
-12839645.9139,6635618.5632,9535,212,10,LINCOLN PARK,212-10 LINCOLN PARK
-12840247.2066,6636956.1444,9536,213,304,OLD CANMORE ROAD,213-304 OLD CANMORE ROAD
-12837559.2203,6635119.0504,9537,,107,ELK RUN BOULEVARD,107 ELK RUN BOULEVARD
-12838204.5295,6632351.4461,9538,,175,CROSSBOW PLACE,175 CROSSBOW PLACE
-12840580.2806,6637448.0058,9539,203,1151,SIDNEY STREET,203-1151 SIDNEY STREET
-12839243.3128,6636466.7207,9540,20,1050,COUGAR CREEK DRIVE,20-1050 COUGAR CREEK DRIVE
-12839770.7394,6636508.1496,9541,,160,KANANASKIS WAY,160 KANANASKIS WAY
-12837933.2711,6632060.7786,9542,,317A,CASALE PLACE,317A CASALE PLACE
-12838477.7908,6635461.9278,9543,,127,MORAINE ROAD,127 MORAINE ROAD
-12840282.1858,6636047.8561,9544,,105,SPRING CREEK LANE,105 SPRING CREEK LANE
-12840653.4478,6636193.2723,9545,403,905,SPRING CREEK DRIVE,403-905 SPRING CREEK DRIVE
-12836309.2145,6630424.2115,9546,,400        ,CASCADE DRIVE            ,400 CASCADE DRIVE
-12841964.597,6636362.8104,9547,1,805,4TH STREET,1-805 4TH STREET
-12838811.5683,6636731.5996,9548,,136,SETTLER WAY,136 SETTLER WAY
-12841891.6182,6638912.5523,9549,97,1718,BOW VALLEY TRAIL,97-1718 BOW VALLEY TRAIL
-12838326.8436,6635461.8055,9550,,79,MORAINE ROAD,79 MORAINE ROAD
-12843788.7468,6639673.4432,9551,,908,LARCH PLACE,908 LARCH PLACE
-12842118.977,6637354.6378,9552,304,834,10TH STREET,304-834 10TH STREET
-12840536.8628,6636171.0624,9553,208B,1012,SPRING CREEK DRIVE,208B-1012 SPRING CREEK DRIVE
-12843241.2556,6636521.9591,9554,,289A,THREE SISTERS DRIVE,289A THREE SISTERS DRIVE
-12840580.2806,6637448.0058,9555,210,1151,SIDNEY STREET,210-1151 SIDNEY STREET
-12835910.8506,6629746.7811,9556,,1304B,THREE SISTERS PARKWAY,1304B THREE SISTERS PARKWAY
-12839206.1158,6636483.9892,9557,10,1050,COUGAR CREEK DRIVE,10-1050 COUGAR CREEK DRIVE
-12840653.2484,6636330.009,9558,202,707,SPRING CREEK DRIVE,202-707 SPRING CREEK DRIVE
-12839581.2077,6635974.3493,9559,416,180,KANANASKIS WAY,416-180 KANANASKIS WAY
-12842563.4667,6638544.7649,9560,,101,LARCH PLACE,101 LARCH PLACE
-12843149.6028,6638301.8143,9561,,1225,16TH STREET,1225 16TH STREET
-12839986.3418,6638922.8603,9562,,15,BLUE GROUSE RIDGE,15 BLUE GROUSE RIDGE
-12838022.736,6632341.1282,9563,203,170,CROSSBOW PLACE,203-170 CROSSBOW PLACE
-12841841.5365,6637270.2505,9564,201,729,10TH STREET,201-729 10TH STREET
-12840453.3959,6637468.3138,9565,227,901,MOUNTAIN STREET,227-901 MOUNTAIN STREET
-12836392.6915,6630128.5256,9566,205,102,STEWART CREEK RISE,205-102 STEWART CREEK RISE
-12841897.2807,6634201.112,9567,,165,MCNEILL,165 MCNEILL
-12838967.8975,6639284.4653,9568,5,137,STONECREEK ROAD,5-137 STONECREEK ROAD
-12840932.0163,6637711.025,9569,103,1200       ,2ND AVENUE               ,103-1200 2ND AVENUE
-12842338.7652,6633581.9687,9570,,860,LAWRENCE GRASSI RIDGE,860 LAWRENCE GRASSI RIDGE
-12838685.9997,6636464.6978,9571,,335A,PIONEER ROAD,335A PIONEER ROAD
-12839081.2066,6639445.6306,9572,302,150,STONECREEK ROAD,302-150 STONECREEK ROAD
-12841690.4898,6636871.8497,9573,2,705,7TH STREET,2-705 7TH STREET
-12839646.732,6635924.3203,9574,109,186,KANANASKIS WAY,109-186 KANANASKIS WAY
-12843100.6137,6633535.3219,9575,9,1021,WILSON WAY,9-1021 WILSON WAY
-12836304.7192,6629735.3163,9576,301H,1101,THREE SISTERS PARKWAY,301H-1101 THREE SISTERS PARKWAY
-12842311.8105,6635011.9418,9577,137,200,PROSPECT HEIGHTS,137-200 PROSPECT HEIGHTS
-12837420.828,6630318.3258,9578,1003,109,ARMSTRONG PLACE,1003-109 ARMSTRONG PLACE
-12837358.427,6630594.8912,9579,315,104,ARMSTRONG PLACE,315-104 ARMSTRONG PLACE
-12839816.6247,6636329.2337,9580,106,109,MONTANE ROAD,106-109 MONTANE ROAD
-12842012.8013,6636798.8237,9581,103,814,6TH STREET,103-814 6TH STREET
-12837558.1713,6631287.6069,9582,203,125B,DYRGAS LANE,203-125B DYRGAS LANE
-12840660.2381,6636449.7161,9583,100,505,SPRING CREEK DRIVE,100-505 SPRING CREEK DRIVE
-12843096.6805,6635920.1221,9584,12,1022,RUNDLEVIEW DRIVE,12-1022 RUNDLEVIEW DRIVE
-12841441.0006,6637590.4714,9585,206,1140,RAILWAY AVENUE,206-1140 RAILWAY AVENUE
-12842038.5555,6637868.1745,9586,,818,13TH STREET,818 13TH STREET
